delivery_id,order_id,delivery_status,delivery_time,rider_id
9865,152,Delivered,09:56:19,24
2312,153,Delivered,21:49:28,93
8224,154,Delivered,09:47:36,84
7613,155,Delivered,22:01:36,11
5952,156,Delivered,21:04:16,7
928,157,Delivered,12:26:30,19
1541,158,Not Delivered,22:03:36,14
628,159,Delivered,21:44:38,3
7407,160,Delivered,12:50:07,81
2707,161,Delivered,16:28:04,28
5674,162,Not Delivered,13:53:19,47
5663,163,Delivered,07:56:40,78
3181,164,Not Delivered,08:47:38,41
6251,165,Delivered,19:41:22,60
9772,166,Delivered,09:35:19,65
2576,167,Delivered,18:01:12,66
4765,168,Delivered,07:22:14,10
1025,169,Not Delivered,22:49:36,50
6285,170,Delivered,12:58:07,74
8904,171,Delivered,23:30:19,37
2288,172,Not Delivered,14:32:56,97
8512,173,Delivered,12:47:56,82
2544,174,Delivered,08:39:18,56
7728,175,Delivered,07:42:51,97
1503,176,Delivered,21:57:10,77
8581,177,Delivered,11:10:15,87
2934,178,Delivered,18:00:28,52
2575,179,Not Delivered,22:46:48,77
2793,180,Delivered,14:57:37,26
5092,181,Not Delivered,13:25:03,28
315,182,Delivered,11:48:59,24
7056,183,Delivered,12:15:07,34
1108,184,Not Delivered,20:27:42,11
8182,185,Delivered,21:06:40,93
9795,186,Delivered,18:03:36,12
9258,187,Delivered,13:36:49,98
7630,188,Not Delivered,21:09:57,54
2062,189,Delivered,13:12:43,88
7716,190,Not Delivered,16:58:00,67
8779,191,Not Delivered,12:34:37,85
8155,192,Delivered,18:05:22,51
8613,193,Not Delivered,07:01:00,52
2836,195,Delivered,10:05:22,42
2074,196,Not Delivered,10:14:53,41
3450,197,Not Delivered,09:34:56,34
6087,198,Delivered,10:07:48,81
8417,199,Not Delivered,19:01:24,63
7384,200,Delivered,21:22:56,60
3271,201,Not Delivered,20:07:40,83
8515,202,Delivered,19:13:59,82
1793,203,Not Delivered,14:02:02,10
5126,204,Not Delivered,09:36:01,38
1892,205,Delivered,18:03:02,97
7139,206,Not Delivered,22:07:30,86
9566,207,Delivered,20:22:52,22
2603,208,Delivered,23:39:11,48
7489,209,Not Delivered,10:06:23,28
5259,210,Not Delivered,16:36:07,38
4701,211,Not Delivered,13:53:56,39
2375,212,Not Delivered,08:19:46,9
6834,213,Not Delivered,13:20:18,82
1952,214,Not Delivered,23:46:32,94
2410,215,Delivered,22:17:58,36
5847,216,Delivered,23:08:16,8
2711,217,Delivered,12:07:59,48
6406,218,Not Delivered,18:02:28,31
3482,219,Not Delivered,15:49:44,72
3628,220,Delivered,17:51:35,83
8244,221,Delivered,21:30:30,63
3496,222,Delivered,08:51:34,59
7777,223,Not Delivered,12:31:40,54
5104,224,Delivered,11:21:44,64
4371,225,Delivered,16:30:49,35
5363,226,Delivered,21:44:59,79
7608,227,Not Delivered,20:15:17,16
5878,228,Delivered,07:49:15,32
5942,229,Not Delivered,20:48:29,56
6567,230,Delivered,17:12:03,82
8920,231,Not Delivered,22:28:30,96
4445,232,Delivered,19:35:02,2
1331,233,Delivered,14:56:20,88
6851,234,Not Delivered,10:07:18,11
811,235,Not Delivered,10:41:34,44
5498,236,Not Delivered,16:08:59,95
9902,237,Not Delivered,16:01:30,29
616,238,Not Delivered,19:15:16,56
6965,239,Delivered,20:28:33,21
4388,240,Delivered,18:34:32,48
2399,241,Delivered,17:41:29,71
7146,242,Not Delivered,16:54:54,90
7635,243,Delivered,18:16:10,69
4732,244,Not Delivered,14:12:05,89
3724,245,Delivered,15:58:58,53
7948,246,Delivered,19:53:16,30
2531,247,Not Delivered,16:51:33,40
1918,248,Not Delivered,09:56:41,51
9486,249,Delivered,11:06:18,75
2451,250,Not Delivered,16:33:34,5
6917,251,Delivered,22:07:19,86
2781,252,Not Delivered,15:00:35,61
9247,253,Delivered,22:05:53,63
2095,254,Delivered,12:47:56,44
3542,255,Delivered,18:48:26,76
8173,256,Not Delivered,19:24:22,76
6214,257,Not Delivered,06:31:38,88
211,258,Not Delivered,06:39:12,34
2293,259,Delivered,20:35:27,80
8208,260,Not Delivered,13:30:41,29
3828,261,Delivered,22:03:40,2
5761,262,Not Delivered,22:44:43,53
9342,263,Delivered,13:52:37,19
7144,264,Delivered,20:58:18,3
2425,265,Not Delivered,16:52:42,16
6504,266,Delivered,22:39:23,39
9013,267,Not Delivered,19:10:02,97
6848,268,Not Delivered,17:56:31,92
876,269,Delivered,09:21:15,83
6367,270,Not Delivered,07:49:57,23
5536,271,Not Delivered,20:26:19,43
6538,272,Delivered,20:42:21,87
2885,273,Not Delivered,13:32:13,8
1400,274,Not Delivered,20:43:41,38
8334,276,Delivered,15:43:11,10
4100,277,Not Delivered,08:51:22,71
5184,279,Not Delivered,14:52:03,22
2939,280,Not Delivered,16:28:07,8
4839,281,Not Delivered,18:31:54,37
7740,282,Not Delivered,16:41:56,93
114,283,Not Delivered,09:26:34,9
9900,284,Delivered,14:30:46,87
8891,285,Delivered,14:35:09,100
5405,286,Delivered,11:37:57,52
3745,287,Delivered,14:10:52,34
9164,288,Not Delivered,17:57:54,55
7667,289,Delivered,18:01:42,67
7739,290,Delivered,00:11:18,20
1099,291,Delivered,16:36:36,57
4063,292,Delivered,18:44:44,38
8423,293,Delivered,21:51:00,35
809,295,Delivered,11:21:51,70
7030,296,Not Delivered,09:37:33,97
6140,297,Delivered,18:08:50,80
4175,298,Not Delivered,06:32:32,59
672,299,Delivered,22:39:46,42
6954,300,Delivered,21:45:16,51
5976,301,Delivered,22:28:55,24
8911,302,Not Delivered,10:08:55,58
6713,303,Not Delivered,19:46:05,69
7113,304,Delivered,17:18:05,61
4856,305,Not Delivered,10:43:35,68
3341,306,Delivered,13:23:26,22
5402,307,Delivered,14:27:00,32
3733,308,Not Delivered,18:51:43,100
4505,309,Delivered,21:15:08,52
7574,310,Not Delivered,16:35:32,96
1802,311,Not Delivered,11:09:44,42
2863,312,Not Delivered,12:15:03,9
2530,314,Delivered,12:01:46,92
156,315,Not Delivered,12:28:44,57
1162,316,Delivered,12:17:16,79
3801,317,Delivered,18:04:12,12
4570,318,Not Delivered,23:15:19,29
6416,319,Delivered,10:51:17,52
1350,320,Delivered,09:48:36,78
1472,321,Not Delivered,10:48:53,95
6319,322,Not Delivered,08:27:49,19
1333,323,Delivered,15:27:11,66
806,324,Not Delivered,14:50:05,48
9286,325,Delivered,08:15:30,31
1829,326,Not Delivered,18:22:32,92
4748,327,Not Delivered,12:41:11,7
7702,328,Not Delivered,14:16:46,90
6980,329,Delivered,23:21:43,92
5338,331,Delivered,10:29:33,90
612,332,Delivered,21:34:42,44
8519,333,Not Delivered,22:36:08,32
2652,334,Not Delivered,11:29:21,63
3021,335,Delivered,19:53:47,76
4710,336,Not Delivered,09:07:25,37
3143,337,Delivered,22:20:15,4
6043,338,Delivered,15:25:37,10
9271,339,Delivered,18:32:01,94
9391,340,Delivered,12:50:09,92
7552,341,Not Delivered,14:35:07,58
1635,342,Not Delivered,12:44:56,26
3189,343,Delivered,23:06:32,50
4984,344,Not Delivered,11:40:40,50
2097,345,Delivered,19:12:10,91
6111,346,Not Delivered,21:30:59,90
1597,347,Delivered,15:41:17,94
9948,349,Delivered,09:35:09,56
9734,350,Not Delivered,16:11:35,54
7631,351,Delivered,12:38:43,85
8978,352,Delivered,10:45:46,64
7317,353,Not Delivered,10:03:51,68
1777,354,Delivered,09:19:15,85
8132,355,Delivered,18:12:13,3
8543,356,Not Delivered,15:05:03,14
5135,357,Delivered,16:51:19,31
1625,358,Delivered,11:12:04,67
8257,359,Not Delivered,11:02:55,71
6070,360,Not Delivered,14:48:47,29
5774,361,Delivered,10:34:50,67
1819,362,Delivered,08:15:18,32
4747,363,Not Delivered,22:20:10,8
4534,364,Delivered,20:51:53,56
4884,365,Not Delivered,09:30:20,37
6911,366,Delivered,15:41:00,53
9857,367,Not Delivered,17:02:50,8
6374,368,Delivered,16:07:23,79
2014,369,Not Delivered,15:59:54,44
4233,370,Delivered,21:37:09,64
1623,371,Not Delivered,11:27:05,70
1096,372,Delivered,17:20:45,81
5950,373,Delivered,17:45:04,3
7243,374,Delivered,18:40:41,57
3956,375,Not Delivered,15:29:23,71
9405,376,Not Delivered,23:02:41,35
1776,377,Not Delivered,18:21:21,12
1649,378,Not Delivered,21:17:21,11
2889,379,Not Delivered,15:45:24,92
5764,380,Delivered,22:02:16,43
4802,381,Delivered,08:16:27,45
7175,382,Delivered,06:23:30,99
9606,383,Not Delivered,21:24:29,89
3681,384,Delivered,15:38:22,41
5419,385,Delivered,19:44:54,87
9075,386,Not Delivered,09:19:39,28
5156,387,Not Delivered,14:04:30,90
3226,388,Not Delivered,22:51:48,81
9808,389,Not Delivered,13:49:04,73
2697,390,Delivered,10:55:18,70
6894,391,Delivered,19:52:02,39
8235,392,Not Delivered,18:44:29,49
4003,393,Delivered,20:52:21,16
5235,394,Not Delivered,09:40:51,92
7416,395,Not Delivered,19:32:47,98
6919,396,Not Delivered,09:41:41,10
8021,397,Delivered,11:14:00,57
3000,398,Not Delivered,17:14:47,92
8760,399,Not Delivered,21:49:27,96
5213,400,Delivered,22:43:56,71
5840,401,Delivered,22:54:04,30
538,402,Not Delivered,20:34:53,19
6343,403,Not Delivered,15:36:52,88
9783,404,Delivered,13:40:15,72
6770,405,Not Delivered,17:44:58,33
3435,406,Delivered,12:22:51,68
896,407,Delivered,13:08:23,52
5140,408,Delivered,19:25:08,97
3159,409,Not Delivered,21:43:55,48
2186,410,Not Delivered,15:46:23,57
8255,411,Delivered,10:06:04,40
5164,412,Not Delivered,18:44:27,81
1543,413,Not Delivered,19:54:48,8
7879,414,Not Delivered,20:14:39,37
4614,415,Delivered,15:51:58,57
8142,416,Delivered,07:36:35,70
473,417,Not Delivered,16:05:31,75
8406,418,Not Delivered,06:35:49,96
5884,419,Delivered,13:04:34,47
4755,420,Delivered,17:43:40,68
236,421,Delivered,21:23:39,49
3609,422,Not Delivered,14:39:25,59
3208,423,Delivered,14:10:45,40
9383,424,Delivered,15:33:20,70
4496,425,Not Delivered,17:10:06,95
6059,426,Delivered,07:39:15,59
6266,427,Not Delivered,17:12:00,17
7345,428,Delivered,12:56:00,3
7674,429,Not Delivered,09:33:34,17
1254,430,Delivered,08:59:08,49
7469,431,Not Delivered,23:56:17,85
1982,432,Delivered,17:09:39,68
7200,433,Not Delivered,21:41:23,22
8165,434,Not Delivered,11:05:49,59
5175,435,Delivered,22:25:03,97
3826,436,Delivered,20:46:31,95
5004,437,Not Delivered,20:19:45,88
5370,438,Not Delivered,22:17:48,9
3560,439,Delivered,16:27:51,35
9881,440,Delivered,14:47:29,53
3228,441,Delivered,20:35:28,94
9471,442,Not Delivered,17:46:36,44
6973,443,Not Delivered,11:19:42,43
5460,444,Delivered,21:03:05,13
931,445,Delivered,22:56:44,9
2223,446,Not Delivered,12:04:13,62
3087,447,Delivered,00:13:18,61
8559,448,Delivered,09:29:19,95
4185,449,Delivered,15:23:53,76
7300,450,Delivered,17:24:05,83
4326,451,Delivered,12:28:39,90
8867,452,Not Delivered,17:59:56,42
221,453,Not Delivered,08:28:45,65
4888,454,Not Delivered,08:30:14,59
4161,455,Delivered,19:25:42,46
8211,456,Not Delivered,17:30:07,14
6379,457,Delivered,09:17:23,44
5042,458,Not Delivered,16:00:53,12
6723,459,Not Delivered,13:30:50,69
8020,460,Not Delivered,23:16:15,6
6326,461,Delivered,13:07:37,4
1406,462,Not Delivered,16:59:07,43
2956,463,Not Delivered,13:42:42,11
4092,464,Delivered,17:05:16,74
4023,465,Not Delivered,14:32:55,19
8012,466,Delivered,21:28:06,67
5714,467,Delivered,08:54:30,50
8214,468,Not Delivered,07:46:55,7
4398,469,Delivered,13:47:57,22
4019,470,Delivered,22:37:55,34
8556,471,Not Delivered,11:38:44,74
3473,472,Not Delivered,20:25:23,79
6678,473,Delivered,08:45:32,47
1826,474,Delivered,09:44:45,95
2855,475,Delivered,06:30:21,10
8004,476,Not Delivered,16:59:37,79
8324,477,Not Delivered,10:02:15,44
5461,478,Not Delivered,12:25:15,25
3243,479,Not Delivered,19:57:01,36
2357,480,Delivered,14:45:28,60
8614,481,Delivered,11:10:31,51
2084,482,Delivered,10:39:48,8
5817,483,Not Delivered,11:52:45,24
8466,484,Delivered,16:43:56,36
8077,485,Not Delivered,10:45:44,8
2239,486,Delivered,21:53:28,2
6718,487,Not Delivered,16:08:59,96
4366,488,Delivered,10:37:18,18
7419,489,Delivered,14:12:57,32
6109,490,Not Delivered,06:57:23,96
2356,491,Delivered,10:53:21,96
4058,492,Delivered,14:26:14,7
7218,494,Not Delivered,07:34:45,73
5108,495,Delivered,18:25:49,7
4112,496,Not Delivered,14:52:05,12
926,497,Delivered,10:09:57,53
7430,498,Not Delivered,17:35:12,48
1539,499,Not Delivered,12:44:06,58
4919,500,Delivered,12:25:10,41
2516,501,Not Delivered,16:47:16,18
7329,502,Delivered,09:29:21,45
1930,503,Not Delivered,09:47:47,84
6449,504,Delivered,15:33:48,55
2171,506,Not Delivered,10:13:35,56
280,507,Not Delivered,16:34:09,95
2907,508,Not Delivered,14:05:51,96
4143,509,Delivered,21:53:41,92
7199,510,Not Delivered,20:58:42,32
304,511,Not Delivered,12:58:19,14
3842,512,Not Delivered,16:17:41,62
2655,513,Not Delivered,12:09:11,71
66,514,Delivered,09:53:14,3
5079,515,Delivered,15:46:19,58
4397,516,Delivered,18:52:54,17
2086,517,Not Delivered,21:24:39,19
7168,518,Not Delivered,19:57:53,33
2784,519,Delivered,19:14:24,89
3548,520,Delivered,17:44:42,3
8796,521,Not Delivered,09:35:42,29
4213,522,Delivered,13:28:06,1
2569,523,Not Delivered,13:20:24,17
5643,524,Delivered,21:23:39,24
8699,525,Delivered,12:14:43,28
1584,526,Not Delivered,13:21:25,30
689,527,Delivered,09:05:02,26
8106,528,Not Delivered,12:05:38,54
495,529,Not Delivered,13:24:48,38
4783,530,Not Delivered,18:13:22,37
8003,531,Delivered,16:30:02,21
1464,532,Delivered,12:05:37,88
2727,534,Delivered,12:23:42,82
546,535,Delivered,07:45:23,81
1964,536,Not Delivered,20:35:00,59
7299,538,Not Delivered,08:40:09,3
428,539,Delivered,16:01:33,5
6732,540,Delivered,00:05:31,2
3134,541,Delivered,10:03:24,75
6085,542,Not Delivered,08:47:01,73
5355,543,Delivered,13:10:27,94
2837,544,Not Delivered,22:40:58,69
7749,545,Not Delivered,23:14:24,21
1032,546,Not Delivered,11:34:33,12
5924,547,Delivered,12:39:56,91
8563,548,Delivered,15:58:10,38
7567,549,Delivered,10:10:31,59
2817,550,Delivered,11:44:52,59
1013,551,Not Delivered,18:44:05,69
4698,552,Delivered,22:29:03,34
7759,553,Delivered,14:27:50,35
6680,554,Not Delivered,07:13:08,96
8210,555,Delivered,21:58:35,41
6150,556,Not Delivered,17:26:32,48
8063,557,Delivered,17:20:28,79
6210,558,Not Delivered,22:02:11,57
2540,559,Not Delivered,13:54:02,99
1665,560,Not Delivered,09:00:12,7
2647,561,Delivered,11:00:01,23
1869,562,Delivered,15:59:41,81
4129,563,Not Delivered,13:56:30,88
6997,564,Delivered,20:31:03,9
4057,565,Delivered,23:15:47,28
4643,566,Delivered,13:42:26,3
9683,567,Delivered,23:09:32,95
8579,568,Delivered,21:12:18,19
9257,569,Delivered,21:24:02,1
591,570,Delivered,14:10:15,94
2915,571,Delivered,20:12:31,97
3812,572,Delivered,19:30:45,37
549,573,Not Delivered,18:51:13,92
8102,574,Delivered,18:34:46,18
8456,575,Not Delivered,20:09:18,98
6119,576,Delivered,21:33:14,70
5951,577,Delivered,20:26:31,60
5134,578,Not Delivered,18:40:27,92
4906,579,Delivered,06:18:29,82
9276,580,Delivered,07:21:53,66
494,581,Not Delivered,16:50:44,76
6080,582,Delivered,11:29:46,29
111,583,Delivered,15:06:43,18
1737,584,Not Delivered,19:42:53,76
3610,585,Delivered,22:10:28,21
9962,586,Delivered,10:39:54,29
8756,587,Not Delivered,13:06:06,17
2058,588,Not Delivered,10:57:45,7
5312,589,Delivered,17:15:05,75
9053,590,Delivered,21:52:01,80
6559,591,Not Delivered,11:15:30,67
9514,592,Delivered,20:58:51,70
2256,593,Delivered,16:04:23,53
7617,594,Delivered,23:01:37,96
8959,596,Delivered,19:59:28,11
232,597,Delivered,14:17:41,15
6264,598,Not Delivered,20:26:47,62
2953,599,Not Delivered,07:46:23,34
9554,600,Not Delivered,19:20:33,54
1636,601,Delivered,17:14:18,4
3674,602,Not Delivered,10:39:56,72
3065,603,Delivered,10:48:09,1
9682,604,Not Delivered,12:51:44,20
9204,605,Delivered,10:36:01,53
1249,606,Delivered,16:57:23,56
1021,607,Not Delivered,13:08:46,93
3765,608,Delivered,22:43:27,12
6341,609,Not Delivered,14:48:16,73
6072,610,Not Delivered,13:08:31,55
3852,611,Not Delivered,12:54:34,5
9793,612,Not Delivered,22:42:25,28
3074,613,Delivered,08:14:32,15
6861,614,Not Delivered,07:05:40,80
1967,615,Delivered,08:11:06,7
9474,616,Delivered,19:50:37,22
4328,617,Not Delivered,06:59:46,10
3947,618,Delivered,15:25:04,34
5435,619,Not Delivered,20:29:59,55
9715,620,Not Delivered,16:41:33,11
5038,621,Not Delivered,14:42:29,95
8400,622,Not Delivered,23:15:10,40
8783,623,Delivered,21:29:03,33
2600,624,Not Delivered,14:45:01,37
8711,625,Not Delivered,19:36:38,8
3096,626,Not Delivered,07:09:22,9
5595,627,Not Delivered,12:56:13,74
4204,628,Not Delivered,22:43:05,59
1943,629,Delivered,14:52:01,97
5324,630,Not Delivered,09:22:19,50
6738,631,Not Delivered,23:26:13,18
2181,632,Delivered,12:39:28,16
4088,633,Delivered,17:10:31,98
6566,634,Not Delivered,23:21:04,98
2753,635,Delivered,18:08:26,71
106,636,Delivered,08:10:57,95
9048,637,Delivered,22:45:17,36
9553,638,Not Delivered,20:42:40,19
4085,639,Delivered,20:53:32,46
2745,640,Not Delivered,14:56:22,40
7492,641,Delivered,07:45:25,51
6288,642,Not Delivered,22:49:55,21
4918,643,Delivered,08:47:14,72
5479,644,Delivered,18:22:29,72
6216,645,Delivered,10:36:48,53
8061,646,Not Delivered,19:31:39,57
7016,647,Delivered,21:14:30,16
4899,648,Delivered,16:16:41,98
5685,649,Not Delivered,16:59:50,3
290,650,Not Delivered,12:06:43,32
1698,651,Delivered,22:19:03,43
7406,652,Not Delivered,16:24:31,98
3236,653,Not Delivered,21:58:22,19
4403,654,Delivered,22:25:09,22
2148,655,Delivered,13:37:15,30
8804,656,Not Delivered,17:57:13,42
2416,657,Not Delivered,21:17:15,80
2212,658,Not Delivered,09:32:12,23
6705,659,Not Delivered,14:41:20,21
425,660,Delivered,21:14:00,58
2101,661,Delivered,15:36:38,82
4108,662,Not Delivered,13:34:16,29
7553,663,Delivered,17:50:08,19
7240,664,Not Delivered,16:04:51,76
6668,665,Not Delivered,07:50:02,45
2175,666,Not Delivered,23:05:20,37
3814,667,Delivered,16:33:45,13
7448,668,Not Delivered,14:53:44,87
9842,669,Delivered,20:19:06,84
3212,670,Delivered,21:30:13,24
5012,671,Delivered,11:26:51,48
5094,672,Not Delivered,20:20:45,41
8986,673,Delivered,17:48:36,99
4530,674,Not Delivered,17:54:27,23
963,675,Delivered,07:06:52,54
2070,676,Not Delivered,07:50:10,18
2627,677,Not Delivered,12:00:49,53
8118,678,Not Delivered,19:01:36,69
7321,679,Delivered,12:51:51,94
1558,680,Delivered,23:07:04,61
9985,681,Delivered,11:22:25,18
5222,682,Not Delivered,08:05:53,45
2541,683,Delivered,13:10:13,23
3708,684,Not Delivered,11:38:39,68
8619,685,Delivered,17:21:28,24
6956,686,Delivered,22:02:39,69
5588,687,Not Delivered,12:13:26,47
3448,688,Delivered,21:51:29,36
5989,689,Not Delivered,20:22:35,41
1814,690,Delivered,15:45:31,87
5066,691,Not Delivered,08:39:11,69
4746,692,Delivered,10:34:07,95
6128,693,Not Delivered,15:50:39,69
297,694,Delivered,17:43:40,66
8900,695,Delivered,09:14:10,88
4960,696,Delivered,12:07:14,60
347,697,Delivered,10:08:05,95
2995,698,Delivered,20:29:51,74
4594,699,Not Delivered,18:42:14,27
8175,700,Not Delivered,18:05:39,50
7522,701,Delivered,10:53:10,35
8878,702,Delivered,08:14:13,73
753,703,Delivered,16:40:32,51
2755,704,Delivered,11:19:18,20
5395,705,Not Delivered,08:26:12,24
6265,706,Not Delivered,09:49:01,34
1682,707,Not Delivered,12:32:15,18
9123,708,Not Delivered,17:13:20,23
1606,709,Delivered,19:52:18,96
3146,710,Delivered,13:55:21,79
8043,711,Delivered,09:22:50,24
9936,713,Not Delivered,10:43:00,99
3410,714,Not Delivered,16:20:52,1
1353,715,Not Delivered,13:28:28,2
908,716,Delivered,21:07:07,11
7556,717,Delivered,20:14:48,76
3939,718,Delivered,07:58:56,15
6053,719,Delivered,23:06:35,15
9263,720,Delivered,07:55:23,41
5137,721,Delivered,09:23:20,15
7734,722,Delivered,21:43:00,37
1624,724,Not Delivered,14:52:00,30
1657,725,Delivered,22:36:31,22
3308,726,Delivered,14:24:57,11
970,727,Delivered,19:04:43,51
3656,728,Not Delivered,12:58:05,58
9844,729,Not Delivered,20:15:03,58
636,730,Not Delivered,18:08:17,10
8970,731,Delivered,14:49:46,48
2272,732,Not Delivered,21:34:44,30
6729,733,Not Delivered,12:22:51,51
4011,734,Not Delivered,14:19:40,88
1926,735,Delivered,21:11:57,49
6560,736,Delivered,15:20:06,92
1146,737,Delivered,15:10:42,54
1024,738,Not Delivered,09:01:49,84
6550,739,Not Delivered,20:47:48,84
6428,740,Not Delivered,06:31:52,22
1393,741,Not Delivered,18:28:13,97
4728,742,Not Delivered,17:30:50,11
2191,743,Not Delivered,19:11:01,62
8727,744,Delivered,18:06:24,28
595,745,Delivered,19:17:06,45
2748,746,Delivered,20:51:45,89
6348,747,Not Delivered,13:34:41,22
6118,748,Delivered,18:52:15,56
2042,749,Delivered,15:21:36,15
4762,750,Not Delivered,07:47:43,60
8507,751,Not Delivered,20:05:50,92
8215,752,Not Delivered,15:21:08,81
5681,753,Not Delivered,18:42:56,77
3344,754,Not Delivered,21:28:25,84
7109,755,Not Delivered,10:41:26,89
16,756,Not Delivered,22:34:38,80
255,757,Delivered,09:59:30,99
2681,758,Delivered,13:23:26,89
